,Date,Open
0,2018-07-11 20:00:00,0.09402878634377355
1,2018-07-12 20:00:00,0.0895678345706369
2,2018-07-13 20:00:00,0.09275938219223116
3,2018-07-14 20:00:00,0.09145901312909202
4,2018-07-15 20:00:00,0.09311871866681531
5,2018-07-16 20:00:00,0.09741507727620151
6,2018-07-17 20:00:00,0.0913255899088297
7,2018-07-18 20:00:00,0.08911976997831987
8,2018-07-19 20:00:00,0.08839253469263195
9,2018-07-20 20:00:00,0.07860312810269297
10,2018-07-21 20:00:00,0.0789364395182506
11,2018-07-22 20:00:00,0.07510336943522573
12,2018-07-23 20:00:00,0.06725273163819247
13,2018-07-24 20:00:00,0.07082366280663112
14,2018-07-25 20:00:00,0.0646083045179728
15,2018-07-26 20:00:00,0.06998730961495819
16,2018-07-27 20:00:00,0.08682963366175629
17,2018-07-28 20:00:00,0.09441668383803348
18,2018-07-29 20:00:00,0.10622244212167081
19,2018-07-30 20:00:00,0.09044165952609372
20,2018-07-31 20:00:00,0.07676383024750907
21,2018-08-01 20:00:00,0.07873273882937888
22,2018-08-02 20:00:00,0.0757089141262262
23,2018-08-03 20:00:00,0.07353855902344664
24,2018-08-04 20:00:00,0.07148647822251926
25,2018-08-05 20:00:00,0.07025153146291765
26,2018-08-06 20:00:00,0.06674670964535082
27,2018-08-07 20:00:00,0.06311667405830151
28,2018-08-08 20:00:00,0.05367546704661233
29,2018-08-09 20:00:00,0.06081129266709155
30,2018-08-10 20:00:00,0.058192435818909496
31,2018-08-11 20:00:00,0.05961725837780604
32,2018-08-12 20:00:00,0.058227277168164546
33,2018-08-13 20:00:00,0.05501143580875266
34,2018-08-14 20:00:00,0.05218471712663015
35,2018-08-15 20:00:00,0.05324111152630845
36,2018-08-16 20:00:00,0.05620354993161921
37,2018-08-17 20:00:00,0.061943899383132744
38,2018-08-18 20:00:00,0.05985730100682599
39,2018-08-19 20:00:00,0.06090234471308268
40,2018-08-20 20:00:00,0.05512342847791671
41,2018-08-21 20:00:00,0.056408012078250504
42,2018-08-22 20:00:00,0.051439031078116086
43,2018-08-23 20:00:00,0.05510756858908207
44,2018-08-24 20:00:00,0.060373480761369634
45,2018-08-25 20:00:00,0.05989764434717581
46,2018-08-26 20:00:00,0.06086180858460229
47,2018-08-27 20:00:00,0.06296227803026846
48,2018-08-28 20:00:00,0.06385156764626146
49,2018-08-29 20:00:00,0.05956275630666977
50,2018-08-30 20:00:00,0.05954185298483929
51,2018-08-31 20:00:00,0.061181559351842996
52,2018-09-01 20:00:00,0.06465311225905311
53,2018-09-02 20:00:00,0.0612320068367337
54,2018-09-03 20:00:00,0.06323178479605829
55,2018-09-04 20:00:00,0.06314077166970661
56,2018-09-05 20:00:00,0.05202844943493372
57,2018-09-06 20:00:00,0.05086776439375802
58,2018-09-07 20:00:00,0.04901435642718879
59,2018-09-08 20:00:00,0.047673370220891464
60,2018-09-09 20:00:00,0.04588933540131226
61,2018-09-10 20:00:00,0.04541912433143517
62,2018-09-11 20:00:00,0.04753664359425369
63,2018-09-12 20:00:00,0.045152761714068464
64,2018-09-13 20:00:00,0.050616246080122294
65,2018-09-14 20:00:00,0.048438410580212816
66,2018-09-15 20:00:00,0.04923862858273556
67,2018-09-16 20:00:00,0.04930733800358355
68,2018-09-17 20:00:00,0.046622141775596676
69,2018-09-18 20:00:00,0.04771316726058792
70,2018-09-19 20:00:00,0.0482311297356765
71,2018-09-20 20:00:00,0.048627919249555916
72,2018-09-21 20:00:00,0.05400913227291966
73,2018-09-22 20:00:00,0.05263391888247798
74,2018-09-23 20:00:00,0.050326695570731016
75,2018-09-24 20:00:00,0.05291565396055543
76,2018-09-25 20:00:00,0.05532046232757374
77,2018-09-26 20:00:00,0.05854477306547929
78,2018-09-27 20:00:00,0.061631391975867346
79,2018-09-28 20:00:00,0.0601636206793163
80,2018-09-29 20:00:00,0.06367219459588483
81,2018-09-30 20:00:00,0.07286083608268497
82,2018-10-01 20:00:00,0.09067914863928947
83,2018-10-02 20:00:00,0.09305768830082656
84,2018-10-03 20:00:00,0.08861018470731008
85,2018-10-04 20:00:00,0.11163955522965707
86,2018-10-05 20:00:00,0.10578225600038575
87,2018-10-06 20:00:00,0.10576889694686474
88,2018-10-07 20:00:00,0.10462014785095372
89,2018-10-08 20:00:00,0.10910201008325161
90,2018-10-09 20:00:00,0.10422912587108266
91,2018-10-10 20:00:00,0.1161740149033873
92,2018-10-11 20:00:00,0.10110290190168378
93,2018-10-12 20:00:00,0.10232912519663116
94,2018-10-13 20:00:00,0.1051896015234208
95,2018-10-14 20:00:00,0.1000149718263383
96,2018-10-15 20:00:00,0.0965350035207719
97,2018-10-16 20:00:00,0.09683252719661588
98,2018-10-17 20:00:00,0.09860379602703641
99,2018-10-18 20:00:00,0.10018616768963218
100,2018-10-19 20:00:00,0.10224660047005411
101,2018-10-20 20:00:00,0.11353247368253153
102,2018-10-21 20:00:00,0.136061682010219
103,2018-10-22 20:00:00,0.13126971615340297
104,2018-10-23 20:00:00,0.14123744431857044
105,2018-10-24 20:00:00,0.15319899083937571
106,2018-10-25 20:00:00,0.1867077416097702
107,2018-10-26 20:00:00,0.1774813927231968
108,2018-10-27 20:00:00,0.1842478874886442
109,2018-10-28 20:00:00,0.17960459215280675
110,2018-10-29 20:00:00,0.18114084941710898
111,2018-10-30 20:00:00,0.18532428867630438
112,2018-10-31 20:00:00,0.17278549400562979
113,2018-11-01 20:00:00,0.184236042847596
114,2018-11-02 20:00:00,0.17747111642742636
115,2018-11-03 20:00:00,0.17288137366113396
116,2018-11-04 19:00:00,0.16405152311003707
117,2018-11-05 19:00:00,0.17511015627025436
118,2018-11-06 19:00:00,0.16611284521665368
119,2018-11-07 19:00:00,0.16951221525761223
120,2018-11-08 19:00:00,0.16063446173667206
121,2018-11-09 19:00:00,0.14188127520208874
122,2018-11-10 19:00:00,0.14352328790834384
123,2018-11-11 19:00:00,0.13668861678016936
124,2018-11-12 19:00:00,0.14585694113975148
125,2018-11-13 19:00:00,0.15955936282878183
126,2018-11-14 19:00:00,0.12877227111394604
127,2018-11-15 19:00:00,0.12858672331035947
128,2018-11-16 19:00:00,0.1300492573651162
129,2018-11-17 19:00:00,0.12360040108719185
130,2018-11-18 19:00:00,0.12150881069071899
131,2018-11-19 19:00:00,0.09168308309006491
132,2018-11-20 19:00:00,0.08492171665620084
133,2018-11-21 19:00:00,0.1059843060395768
134,2018-11-22 19:00:00,0.10015850769919085
135,2018-11-23 19:00:00,0.10519498061518848
136,2018-11-24 19:00:00,0.09976898225029669
137,2018-11-25 19:00:00,0.10054323624145887
138,2018-11-26 19:00:00,0.10159660576807791
139,2018-11-27 19:00:00,0.10949211006778223
140,2018-11-28 19:00:00,0.11331680920900851
141,2018-11-29 19:00:00,0.11139124570700248
142,2018-11-30 19:00:00,0.10434102578875741
143,2018-12-01 19:00:00,0.10931067476659147
144,2018-12-02 19:00:00,0.10865044942832851
145,2018-12-03 19:00:00,0.1025091506753276
146,2018-12-04 19:00:00,0.11856266380219367
147,2018-12-05 19:00:00,0.0919995200284082
148,2018-12-06 19:00:00,0.0746448246844557
149,2018-12-07 19:00:00,0.07410145292917898
150,2018-12-08 19:00:00,0.07325923610700723
151,2018-12-09 19:00:00,0.07556542869039741
152,2018-12-10 19:00:00,0.07051862517873198
153,2018-12-11 19:00:00,0.07016681158076137
154,2018-12-12 19:00:00,0.06651845263609459
155,2018-12-13 19:00:00,0.06634323316988272
156,2018-12-14 19:00:00,0.06354044153927797
157,2018-12-15 19:00:00,0.0631300152906733
158,2018-12-16 19:00:00,0.06630702461452749
159,2018-12-17 19:00:00,0.07621964613653409
160,2018-12-18 19:00:00,0.07553326392333173
161,2018-12-19 19:00:00,0.07669415449257828
162,2018-12-20 19:00:00,0.08188036008636598
163,2018-12-21 19:00:00,0.07703281874317103
